idVehiculo,deposito,tipoVehiculo,motivo,turno,grua,fechaEntrada,tipoVia,via,numero,cp
CM20241216060430,COMISARIA,3.0,29,3,S387,2024-12-16T06:02:00,CALLE,CUESTA,1,28026
CO20240101041149,COLON,3.0,44,3,S364,2024-01-01T04:05:00,CALLE,MARTIN DE LOS HEROS,73,28008
CO20240101051114,COLON,3.0,46,3,S300,2024-01-01T05:10:00,CALLE,VITAL AZA,50,28017
CO20240101051804,COLON,3.0,44,3,S363,2024-01-01T05:10:00,CALLE,PRINCESA DE EBOLI,16,28050
CO20240101112324,COLON,3.0,7,1,S363,2024-01-01T11:22:00,CALLE,FUENCARRAL,126,28004
CO20240101120502,COLON,3.0,6,1,S334,2024-01-01T12:02:00,CALLE,SIERRA CARBONERA,29,28053
CO20240101124215,COLON,1.0,8,1,S373,2024-01-01T12:40:00,CALLE,AMANIEL,3,28015
CO20240101124618,COLON,1.0,8,1,S373,2024-01-01T12:43:00,CALLE,QUIÑONES,19,28015
CO20240101124739,COLON,1.0,8,1,S373,2024-01-01T12:46:00,CALLE,QUIÑONES,19,28015
CO20240101134246,COLON,3.0,7,1,S357,2024-01-01T13:35:00,CALLE,CERVANTES,21,28014
CO20240101160841,COLON,3.0,44,2,S363,2024-01-01T16:06:00,CALLE,JESUS APRENDIZ,11,28007
CO20240101165920,COLON,3.0,44,2,S311,2024-01-01T16:57:00,VALLE,DE LA FUENFRIA,4,28034
CO20240101174817,COLON,3.0,44,2,S333,2024-01-01T17:47:00,AVENIDA,PABLO NERUDA,102,28018
CO20240101203034,COLON,3.0,14,2,S363,2024-01-01T20:29:00,CALLE,SERRANO ,0,28001
CO20240101213818,COLON,3.0,14,2,S357,2024-01-01T21:36:00,CALLE,ALCALA,,28022
CO20240102030112,COLON,3.0,46,3,S370,2024-01-02T03:00:00,AVENIDA,DE LOS ARCES,24,28042
CO20240102033648,COLON,3.0,5,3,S363,2024-01-02T03:25:00,CALLE,GENERAL PARDIÑAS,64,28006
CO20240102051333,COLON,3.0,7,3,S369,2024-01-02T05:05:00,CALLE,LEGANITOS,12,28013
CO20240102081314,COLON,3.0,7,1,S364,2024-01-02T08:11:00,CALLE,SILVANO,0,28000
CO20240102081803,COLON,3.0,7,1,S348,2024-01-02T08:15:00,CALLE,SAN ROMAN DEL VALLE,SN,28037
CO20240102083101,COLON,3.0,7,1,S300,2024-01-02T08:29:00,CALLE,ALCORISA,SN,00000
CO20240102084134,COLON,3.0,7,1,S363,2024-01-02T08:40:00,CALLE,ALCORISA,0,00000
CO20240102084601,COLON,3.0,7,1,S369,2024-01-02T08:40:00,CALLE,ALCORISA,SN,00000
CO20240102090443,COLON,3.0,7,1,S364,2024-01-02T09:00:00,CALLE,GENERAL PARDIÑAS,106,28001
CO20240102092251,COLON,3.0,7,1,S332,2024-01-02T09:20:00,CALLE,AUGUSTO FIGUEROA,36,28005
CO20240102093133,COLON,3.0,7,1,S302,2024-01-02T09:29:00,CALLE,GENERAL PARDIÑAS,100,28006
CO20240102094654,COLON,3.0,7,1,S333,2024-01-02T09:45:00,CALLE,MONTESA,18,00000
CO20240102095749,COLON,3.0,7,1,S330,2024-01-02T09:55:00,CALLE,MONTESA,18,00000
CO20240102100248,COLON,3.0,3,1,S340,2024-01-02T10:00:00,CALLE,AUGUSTO FIGUEROA,22,28005
CO20240102101044,COLON,3.0,60,1,S317,2024-01-02T10:08:00,CALLE,DE LOS REYES MAGOS,4,28007
CO20240102103255,COLON,3.0,31,1,S357,2024-01-02T10:15:00,CALLE,MONTESA,18,00000
CO20240102104428,COLON,3.0,32,1,S300,2024-01-02T10:35:00,CALLE,REYES MAGOS,4,28007
CO20240102104734,COLON,3.0,31,1,S369,2024-01-02T10:45:00,CALLE,DOCTOR CASTELO,10,28009
CO20240102105605,COLON,3.0,31,1,S303,2024-01-02T10:55:00,CALLE,DOCTOR CASTELO,10,28009
CO20240102111724,COLON,3.0,19,1,S309,2024-01-02T11:15:00,CALLE,ENRIQUE VELASCO,42,28030
CO20240102123421,COLON,3.0,7,1,S300,2024-01-02T12:30:00,AVENIDA,CAPITAL DE ESPAÑAMADRID,SN,28042
CO20240102174826,COLON,3.0,19,2,S357,2024-01-02T17:46:00,CALLE,PADRE DAMIAN,,28036
CO20240102190023,COLON,3.0,7,2,S369,2024-01-02T18:58:00,CALLE,MAYOR,13,28013
CO20240103053007,COLON,3.0,13,3,S369,2024-01-03T05:25:00,AVENIDA,DEL ENSANCHE DE VALLECAS,67,28051
CO20240103054933,COLON,3.0,39,3,S357,2024-01-03T05:40:00,ACCES,M 31,SN,00000
CO20240103100354,COLON,3.0,31,1,S347,2024-01-03T10:01:00,CALLE,LARRA,16,0000 
CO20240103101345,COLON,3.0,30,1,S369,2024-01-03T10:11:00,CALLE,NIEREMBERG,18,28002
CO20240103104251,COLON,3.0,30,1,S300,2024-01-03T10:41:00,CALLE,NIEREMBERG,18,28002
CO20240103104429,COLON,3.0,6,1,S363,2024-01-03T10:43:00,CALLE,DEL CAMINO DE LOS VINATATEROS,38,28030
CO20240103111302,COLON,3.0,7,1,S306,2024-01-03T11:10:00,CALLE,JUAN DE URBIETA,37,28013
CO20240103111540,COLON,3.0,30,1,S347,2024-01-03T11:10:00,CALLE,NIEREMBERG,31,28002
CO20240103112140,COLON,3.0,30,1,S369,2024-01-03T11:10:00,CALLE,NIEREMBERG,SN,28002
CO20240103115026,COLON,3.0,7,1,S313,2024-01-03T11:48:00,CALLE,JUAN DE URBIETA,37,28013
CO20240103121104,COLON,3.0,6,1,S300,2024-01-03T12:09:00,CALLE,RAFAELA BONILLA,17,28028
CO20240103121852,COLON,3.0,31,1,S363,2024-01-03T12:15:00,CALLE,JUAN DE AUSTRIA,SN,28010
CO20240103124410,COLON,3.0,6,1,S364,2024-01-03T12:42:00,CALLE,JULIAN CAMARILLO,29,28037
CO20240103132619,COLON,3.0,31,1,S332,2024-01-03T13:24:00,CALLE,PALAFOX,1,28010
CO20240103134404,COLON,3.0,54,1,S357,2024-01-03T13:42:00,CALLE,PADRE DAMIAN,35,28036
CO20240103163848,COLON,3.0,8,2,S363,2024-01-03T16:35:00,CALLE,PELAYO,72,28004
CO20240103174051,COLON,3.0,44,2,S357,2024-01-03T17:39:00,CALLE,MANUEL DE FALLA,,28036
CO20240103174912,COLON,3.0,30,2,S358,2024-01-03T17:46:00,CALLE,CORREGIDOR DIEGO DE VALDERRABANO,72,28030
CO20240103181051,COLON,3.0,54,2,S343,2024-01-03T18:08:00,ZONA,AEROPUERTO BARAJAS T1 SALIDAS,0,0    
CO20240103212657,COLON,3.0,30,2,S357,2024-01-03T21:25:00,CALLE,CORREGIDOR DIEGO VALDERRABANO,35,28030
CO20240103215329,COLON,3.0,44,2,S358,2024-01-03T21:52:00,CALLE,HORTALEZA,76,28004
CO20240103232308,COLON,3.0,44,3,S318,2024-01-03T23:19:00,CALLE,CARMEN BRUGUERA,18,28026
CO20240104001157,COLON,3.0,8,3,S369,2024-01-04T00:10:00,CALLE,MERIDA,27,28030
CO20240104021009,COLON,3.0,6,3,S353,2024-01-04T02:05:00,AVENIDA,ALBUFERA,143,28031
CO20240104042553,COLON,3.0,6,3,S375,2024-01-04T04:20:00,CALLE,VILLANUEVA,2,28001
CO20240104063550,COLON,3.0,20,3,S375,2024-01-04T06:30:00,CALLE,AVDA GRAN VIA DEL ESTE,SN,28032
CO20240104092854,COLON,3.0,7,1,S364,2024-01-04T09:25:00,CALLE,VALENZUELA,5,28014
CO20240104093223,COLON,3.0,7,1,S358,2024-01-04T09:30:00,CALLE,BARCO,20,28004
CO20240104101634,COLON,3.0,31,1,S353,2024-01-04T10:15:00,CALLE,ALMENDRO,10,28005
CO20240104104029,COLON,3.0,46,1,S374,2024-01-04T10:39:00,AVENIDA,DAROCA,90,28017
CO20240104105152,COLON,3.0,6,1,S363,2024-01-04T10:51:00,CALLE,MARCELINO ROA VAZQUEZ,39,28017
CO20240104105314,COLON,3.0,19,1,S300,2024-01-04T10:52:00,CALLE,MIGUEL YUSTE,25,28037
CO20240104112806,COLON,3.0,7,1,S332,2024-01-04T11:24:00,CALLE,ATOCHA,106,28012
CO20240104122053,COLON,3.0,46,1,S374,2024-01-04T12:19:00,AVENIDA,DAROCA,90,28017
CO20240104122205,COLON,3.0,30,1,S363,2024-01-04T12:21:00,CALLE,TORRE ARIAS,12,28022
CO20240104122930,COLON,3.0,46,1,S333,2024-01-04T12:28:00,AVENIDA,DAROCA,90,28017
CO20240104123612,COLON,3.0,30,1,S300,2024-01-04T12:35:00,CALLE,TORRE ARIAS,16,28022
CO20240104125622,COLON,3.0,7,1,S364,2024-01-04T12:55:00,CALLE,SAN MODESTO,SN,28034
CO20240104131017,COLON,3.0,46,1,S334,2024-01-04T13:09:00,AVENIDA,DAROCA,90,28017
CO20240104132636,COLON,3.0,7,1,S375,2024-01-04T13:25:00,CALLE,MALDONADO,51,28006
CO20240104133120,COLON,3.0,7,1,S333,2024-01-04T13:30:00,CALLE,AYALA,104,28006
CO20240104143556,COLON,3.0,30,1,S357,2024-01-04T14:33:00,CALLE,SAN MODESTO,,28034
CO20240104172918,COLON,3.0,30,2,S364,2024-01-04T17:26:00,CALLE,EMILIO FERRARI,506,28000
CO20240104173146,COLON,3.0,30,2,S374,2024-01-04T17:30:00,CALLE,LOS EXTREMEÑOS,/V,28018
CO20240104181058,COLON,3.0,30,2,S375,2024-01-04T18:09:00,CALLE,EMILIO FERRRARI,/V,28017
CO20240104203320,COLON,3.0,30,2,S375,2024-01-04T20:31:00,PLAZA,CANOVAS DEL CASTILLO,1,28014
CO20240104234201,COLON,3.0,30,3,S370,2024-01-04T23:40:00,PLAZA,CANOVAS DEL CASTILLO,1,28014
CO20240105000512,COLON,3.0,30,3,S353,2024-01-05T00:05:00,PLAZA,CANOVAS DEL CASTILLO,1,28014
CO20240105001851,COLON,3.0,30,3,S357,2024-01-05T00:15:00,PLAZA,LEALTAD,,28014
CO20240105002545,COLON,3.0,30,3,S363,2024-01-05T00:15:00,PLAZA,CANOVAS DEL CASTILLO,1,28014
CO20240105003028,COLON,3.0,30,3,S376,2024-01-05T00:25:00,PLAZA,CANOVAS DEL CASTILLO,1,28014
CO20240105003330,COLON,3.0,30,3,S318,2024-01-05T00:30:00,PLAZA,CANOVAS DEL CASTILLO,1,28014
CO20240105013532,COLON,3.0,19,3,S375,2024-01-05T01:20:00,CALLE,ALBOX,19,28025
CO20240105014258,COLON,1.0,30,3,S318,2024-01-05T01:40:00,PLAZA,CANOVAS DEL CASTILLO,1,28014
CO20240105015353,COLON,3.0,30,3,S357,2024-01-05T01:50:00,PLAZA,LA LEALTAD,8,0    
CO20240105020259,COLON,3.0,30,3,S363,2024-01-05T02:00:00,PASEO,PRADO,FAROLA 42,28014
CO20240105020347,COLON,3.0,30,3,S370,2024-01-05T02:00:00,PASEO,PRADO,,28014
CO20240105024516,COLON,3.0,30,3,S375,2024-01-05T02:40:00,PASEO,PRADO,,28014
CO20240105042347,COLON,3.0,13,3,S374,2024-01-05T04:20:00,CALLE,SERRANO JOVER,0,28015
CO20240105081838,COLON,3.0,42,1,S353,2024-01-05T08:18:00,CALLE,SANTA ISABEL,51,28000
CO20240105090048,COLON,3.0,42,1,S363,2024-01-05T08:59:00,CALLE,SANTA ISABEL,51,28000
CO20240105091706,COLON,3.0,42,1,S364,2024-01-05T09:15:00,CALLE,SANTA ISABEL,51,28000
CO20240105103712,COLON,3.0,46,1,S353,2024-01-05T10:30:00,CALLE,MOTA DEL CUERVO,25,28042
CO20240105104436,COLON,4.0,7,1,S313,2024-01-05T10:43:00,CALLE,IBIZA,5,28009
CO20240105105555,COLON,3.0,30,1,S374,2024-01-05T10:50:00,CALLE,MOTA DEL CUERVO,15,28042
CO20240105105845,COLON,3.0,30,1,S300,2024-01-05T10:50:00,CALLE,MOTA DEL CUERVO,76,28042
CO20240105112712,COLON,3.0,30,1,S363,2024-01-05T11:20:00,CALLE,MOTA DEL CUERVO,76,28042
CO20240105113621,COLON,3.0,6,1,S375,2024-01-05T11:34:00,CALLE,RIO ULLA,32,28017
CO20240105120703,COLON,3.0,7,1,S313,2024-01-05T11:55:00,CALLE,SANTA ISABEL,7,28000
CO20240105120927,COLON,3.0,7,1,S353,2024-01-05T12:08:00,CALLE,TITANIO,3,28032
CO20240105131803,COLON,3.0,30,1,S357,2024-01-05T13:17:00,AVENIDA,BUENOS AIRES,SN,28038
CO20240105135238,COLON,3.0,7,1,S358,2024-01-05T13:51:00,CALLE,VALDETORRES DE JARAMA,21,28043
CO20240105135953,COLON,3.0,30,1,S375,2024-01-05T13:59:00,CALLE,CAMARILLAS,SN,28042
CO20240105164835,COLON,3.0,6,2,S353,2024-01-05T16:47:00,CALLE,NUÑEZ DE BALBOA,31,28006
CO20240105223123,COLON,3.0,3,3,S366,2024-01-05T22:40:00,CALLE,MONTE OLIVETI,7,28038
CO20240106000650,COLON,4.0,44,3,S376,2024-01-06T00:10:00,CALLE,MATILDE GAYO,17,28026
CO20240106005231,COLON,3.0,30,3,S375,2024-01-06T00:35:00,CALLE,MAYOR,FRENTE81,28013
CO20240106010009,COLON,3.0,30,3,S366,2024-01-06T01:00:00,CALLE,MAYOR,FRENTE83,28013
CO20240106012737,COLON,3.0,30,3,S357,2024-01-06T01:10:00,CALLE,MAYOR,83,28013
CO20240106031124,COLON,3.0,30,3,S358,2024-01-06T02:50:00,CUESTA, DE LA VEGA,0,0    
CO20240106031859,COLON,3.0,30,3,S348,2024-01-06T03:14:00,CUESTA, DE LA VEGA,0,0    
CO20240106034503,COLON,3.0,30,3,S376,2024-01-06T03:45:00,CUESTA, DE LA VEGA,0,0    
CO20240106035652,ESCUADRON,3.0,13,3,S366,2024-01-06T03:15:00,PASEO,CASTELLANA,0,28046
CO20240106043804,COLON,3.0,30,3,S358,2024-01-06T04:25:00,CUESTA, DE LA VEGA,0,0    
CO20240106094129,COLON,3.0,7,1,S358,2024-01-06T09:40:00,CALLE,PSEO ALBERTO PALACIOS,0,28021
CO20240106094317,COLON,3.0,7,1,S357,2024-01-06T09:41:00,PASEO,FERROVIARIOS,37,28021
CO20240106095328,COLON,3.0,7,1,S353,2024-01-06T09:52:00,PASEO,FERROVIARIOS,8,28021
CO20240106120547,COLON,3.0,44,1,S357,2024-01-06T12:04:00,CALLE,ENCARNACION GONZALEZ,9,28053
CO20240106133859,COLON,3.0,44,1,S322,2024-01-06T13:37:00,CALLE,PALOMERAS,,28053
CO20240106142122,COLON,4.0,44,1,S358,2024-01-06T14:20:00,CALLE,PUERTO DE LA MORCUERA,22,28018
CO20240106170508,COLON,3.0,44,2,S330,2024-01-06T17:04:00,CALLE,LA ALCAZABA,0,28041
CO20240106171518,COLON,3.0,4,2,S322,2024-01-06T17:14:00,CALLE,CERRO DE LA PLATA,04,28007
CO20240106173734,COLON,3.0,44,2,S313,2024-01-06T17:36:00,CALLE,DE GABRIEL GOMEZ,0,28044
CO20240106195620,COLON,4.0,44,2,S369,2024-01-06T19:54:00,CALLE,SEPULVEDA,107,28011
CO20240106202323,COLON,3.0,7,2,S320,2024-01-06T20:21:00,CALLE,PRINCIPE,06,28009
CO20240106223741,COLON,3.0,6,3,S366,2024-01-06T22:35:00,CALLE,GENOVA,3,28004
CO20240107002932,COLON,3.0,6,3,S318,2024-01-07T00:26:00,CALLE,MANUEL MAROTO,33,28053
CO20240107005406,COLON,3.0,7,3,S358,2024-01-07T00:40:00,AVENIDA,ALFONSO XIII,0,28016
CO20240107014004,COLON,3.0,8,3,S374,2024-01-07T01:30:00,CALLE,DEHESA VIEJA,50,28052
CO20240107015728,COLON,3.0,24,3,S369,2024-01-07T01:40:00,CALLE,LOLA FLORES,2,28022
CO20240107023542,COLON,3.0,54,3,S366,2024-01-07T02:35:00,CALLE,AUGUSTO FIGUEROA,31,28004
CO20240107040004,COLON,3.0,44,3,S366,2024-01-07T04:00:00,CALLE,FRANCISCO GUZMAN,10,28025
CO20240107041817,COLON,3.0,14,3,S353,2024-01-07T04:15:00,CALLE,VILLAJIMENA,6,28032
CO20240107042705,COLON,3.0,5,3,S369,2024-01-07T04:20:00,CALLE,ALBERIQUE,0,28037
CO20240107043040,COLON,3.0,5,3,S374,2024-01-07T04:25:00,CALLE,ALBERIQUE,0,28037
CO20240107053530,COLON,3.0,19,3,S357,2024-01-07T05:30:00,CALLE,PEÑUELAS,53,28005
CO20240107053739,COLON,3.0,19,3,S369,2024-01-07T05:25:00,CALLE,PEÑUELAS,59,28005
CO20240107070626,COLON,3.0,5,3,S374,2024-01-07T07:05:00,PLAZA,CARBALLO,1,28029
CO20240107080309,COLON,1.0,7,1,S364,2024-01-07T08:01:00,PLAZA,DE CASCORRO,20,28005
CO20240107092144,COLON,3.0,7,1,S358,2024-01-07T09:20:00,CALLE,CAPITAN SALAZAR MARTINEZ,11,28005
CO20240107092351,COLON,3.0,7,1,S307,2024-01-07T09:22:00,CALLE,CAPITAN SALAZAR MARTINEZ,3,28005
CO20240107093918,COLON,3.0,7,1,S310,2024-01-07T09:38:00,CALLE,CAPITAN SALAZAR MARTINEZ,11,28005
CO20240107101803,COLON,3.0,7,1,S364,2024-01-07T10:17:00,CALLE,FUENCARRAL,123,28039
CO20240107103645,COLON,3.0,7,1,S353,2024-01-07T10:35:00,PASEO,PRADO,1,
CO20240107103745,COLON,3.0,7,1,S358,2024-01-07T10:37:00,PASEO,PRADO,1,
CO20240107103910,COLON,3.0,7,1,S370,2024-01-07T10:38:00,PASEO,DEL PRADO,0,28014
CO20240107113505,COLON,3.0,7,1,S329,2024-01-07T11:33:00,CALLE,TOMAS LOPEZ,2,28009
CO20240107121547,COLON,3.0,6,1,S364,2024-01-07T12:15:00,CALLE,RAFAELA BONILLA,9,28028
CO20240107131152,COLON,3.0,46,1,S358,2024-01-07T13:10:00,CALLE,ALEJANDRO VILLEGAS,0,28043
CO20240107155028,PASEO IMPERIAL,3.0,54,1,S329,2024-01-07T15:48:00,CALLE,PUERTO ARLABAN,0,28018
CO20240107163806,COLON,3.0,7,2,S313,2024-01-07T16:37:00,ACCES,MONTE OLIVETTI,7,
CO20240108012834,COLON,3.0,42,3,S353,2024-01-08T01:26:00,CALLE,CORREDERA BAJA DE SAN PABLO,47,
CO20240108014355,COLON,3.0,42,3,S366,2024-01-08T01:30:00,CALLE,CORREDERA BAJA DE SAN PABLO,47,28004
CO20240108031946,COLON,3.0,42,3,S357,2024-01-08T03:10:00,CALLE,SANTA ISABEL,51,28012
CO20240108033309,COLON,3.0,42,3,S374,2024-01-08T03:31:00,CALLE,SANTA ISABEL,55,28012
CO20240108033323,COLON,3.0,42,3,S366,2024-01-08T03:30:00,CALLE,SANTA ISABEL,51,28012
CO20240108033419,COLON,3.0,42,3,S375,2024-01-08T03:33:00,CALLE,ALCALDE SAINZ DE BARANDA,23,28007
CO20240108033643,COLON,3.0,42,3,S369,2024-01-08T03:34:00,CALLE,ALCALDE SAINZ DE BARANDA,0,28007
CO20240108041619,COLON,3.0,46,3,S358,2024-01-08T04:14:00,CALLE,MERCEDES ARTEAGA,18,28019
CO20240108051548,COLON,3.0,42,3,S375,2024-01-08T05:10:00,CALLE,FERNAN GONZALEZ,42,28009
CO20240108051804,COLON,3.0,42,3,S357,2024-01-08T05:17:00,CALLE,FERNAN GONZALEZ,42,28009
CO20240108052818,COLON,3.0,28,3,S369,2024-01-08T05:25:00,AUTOVIA,M30,KM7.100,
CO20240108093309,COLON,3.0,7,1,S312,2024-01-08T09:31:00,CALLE,MODESTO LA FUENTE,13,28000
CO20240108094825,COLON,3.0,7,1,S357,2024-01-08T09:46:00,CALLE,BARCO,20,28004
CO20240108100529,COLON,3.0,7,1,S347,2024-01-08T10:02:00,CALLE,IBIZA,56,28009
CO20240108103805,COLON,3.0,6,1,S215,2024-01-08T10:36:00,CALLE,DIVINO PASTOR,10,28004
CO20240108104303,COLON,3.0,31,1,S353,2024-01-08T10:40:00,CALLE,SANTA CRUZ DE MARCENADO,4,28015
CO20240108105645,COLON,3.0,6,1,S363,2024-01-08T10:54:00,CALLE,LA GIRALDA,14,28041
CO20240108105903,COLON,3.0,7,1,S364,2024-01-08T10:57:00,CALLE,ALBERTO BOSCH,16,28014
CO20240108112218,COLON,3.0,3,1,S306,2024-01-08T11:20:00,CALLE,SAN ILDEFONSO,5,28012
CO20240108112708,COLON,1.0,7,1,S303,2024-01-08T11:22:00,CALLE,MONTE ESQUINZA,36,28010
CO20240108122038,COLON,3.0,42,1,S353,2024-01-08T12:18:00,CALLE,MANUEL BARTOLOME COSSIO,SN,28040
CO20240108132753,COLON,3.0,44,1,S357,2024-01-08T13:26:00,CALLE,DIVINO PASTOR,26,0    
CO20240108135201,COLON,3.0,42,1,S369,2024-01-08T13:49:00,CALLE,MANUEL BARTOLOME COSSIO,12,28040
CO20240108144150,COLON,1.0,7,1,S364,2024-01-08T12:20:00,TRAVESSIA,CONDE DUQUE,46,28015
CO20240108202723,COLON,1.0,7,2,S363,2024-01-08T20:24:00,CALLE,CANALEJAS,02,28014
CO20240108202918,COLON,1.0,20,2,S374,2024-01-08T20:00:00,PLAZA,CANALEJAS,2,28014
CO20240108215037,COLON,3.0,46,2,S370,2024-01-08T21:49:00,CALLE,CASTILLO OROPESA,0,28037
CO20240109011540,COLON,3.0,44,3,S366,2024-01-09T01:14:00,CALLE,CRISTO  DE LA VICTORIA,134,28026
CO20240109013627,COLON,3.0,44,3,S318,2024-01-09T01:15:00,CALLE,LOPE DE RUEDA,21,28009
CO20240109013922,COLON,3.0,44,3,S357,2024-01-09T01:30:00,CALLE,DOCTOR SANCHIS BANUS,11,28026
CO20240109020544,COLON,3.0,44,3,S369,2024-01-09T01:50:00,CALLE,ANGOSTA,8,28021
CO20240109033147,COLON,3.0,42,3,S376,2024-01-09T03:29:00,CALLE,HORTALEZA,77,28004
CO20240109033354,COLON,3.0,42,3,S357,2024-01-09T03:32:00,CALLE,HORTALEZA,110,28004
CO20240109033547,COLON,3.0,42,3,S358,2024-01-09T03:34:00,CALLE,HILARION ESLAVA,25,28015
CO20240109035311,COLON,3.0,42,3,S374,2024-01-09T03:45:00,CALLE,HILARION ESLAVA,25,28015
CO20240109035332,COLON,3.0,42,3,S318,2024-01-09T03:52:00,CALLE,HILARION ESLAVA,25,28015
CO20240109035603,COLON,3.0,42,3,S369,2024-01-09T03:55:00,CALLE,HILARION ESLAVA,27,28015
CO20240109040414,COLON,3.0,42,3,S353,2024-01-09T04:03:00,CALLE,SAN COSME Y SAN DAMIAN,3,28014
CO20240109042634,COLON,3.0,42,3,S358,2024-01-09T04:25:00,CALLE,ORELLANA,16,28004
CO20240109051513,COLON,3.0,8,3,S375,2024-01-09T05:13:00,PLAZA,ENRIQUE MESA,5,28019
CO20240109052346,COLON,3.0,42,3,S357,2024-01-09T05:23:00,CALLE,ORELLANA,16,28004
CO20240109084724,COLON,3.0,7,1,S363,2024-01-09T08:40:00,CALLE,EMILIO FERRARI,51,28017
CO20240109103448,COLON,3.0,7,1,S353,2024-01-09T10:33:00,CALLE,CL BLASCO DE GARAY,55,28015
CO20240109104747,COLON,3.0,31,1,S363,2024-01-09T10:45:00,CALLE,CAMPOAMOR,4,28004
CO20240109105554,COLON,3.0,31,1,S357,2024-01-09T10:53:00,CALLE,CAMPOAMOR,4,28021
CO20240109125208,COLON,3.0,7,1,S357,2024-01-09T12:50:00,CALLE,DOCE DE OCTUBRE,25,28009
CO20240109172007,COLON,3.0,31,2,S365,2024-01-09T17:15:00,CALLE,HILARION ESLAVA,48,28015
CO20240109181124,COLON,3.0,7,2,S358,2024-01-09T18:05:00,PASEO,HABANA,46,28036
CO20240109185118,COLON,3.0,7,2,S369,2024-01-09T18:50:00,CALLE,JOSE DEL HIERRO,41,28027
CO20240109201940,COLON,3.0,44,2,S370,2024-01-09T20:17:00,CALLE,VALCARLOS,22,28050
CO20240109210003,COLON,3.0,54,2,S375,2024-01-09T20:55:00,CALLE,CARIDAD,32,28007
CO20240109214409,COLON,4.0,7,2,S358,2024-01-09T21:42:00,AVENIDA,ALBUFERA,1,28038
CO20240109214647,COLON,3.0,44,2,S369,2024-01-09T21:45:00,CALLE,GARMUR,05,28027
CO20240109231428,COLON,3.0,7,3,S370,2024-01-09T23:10:00,CALLE,PINILLA DEL VALLE,1,28002
CO20240110003036,COLON,3.0,7,3,S377,2024-01-10T00:25:00,CALLE,PINILLA DEL VALLE,1,28002
CO20240110003449,COLON,3.0,7,3,S358,2024-01-10T00:30:00,CALLE,DE LA SOMBRA,25,28025
CO20240110004050,COLON,3.0,7,3,S370,2024-01-10T00:40:00,CALLE,PINILLA DEL VALLE,1,28002
CO20240110005651,COLON,3.0,6,3,S375,2024-01-10T00:40:00,CALLE,VALLE DE BELAGUA,2,28039
CO20240110010442,COLON,3.0,30,3,S374,2024-01-10T01:03:00,CALLE,GENERAL PARDIÑAS,74,28006
CO20240110010744,COLON,3.0,7,3,S369,2024-01-10T00:55:00,CALLE,PINILLA DEL VALLE,1,28002
CO20240110012316,COLON,3.0,7,3,S303,2024-01-10T01:22:00,CALLE,PINILLA DEL VALLE,1,28002
CO20240110014733,COLON,3.0,7,3,S353,2024-01-10T01:40:00,CALLE,PINILLA DEL VALLE,1,28002
CO20240110020121,COLON,3.0,30,3,S357,2024-01-10T02:00:00,CALLE,GENERAL PARDIÑAS,74,28006
CO20240110034642,COLON,3.0,42,3,S377,2024-01-10T03:42:00,CALLE,ESQUILACHE,0,28003
CO20240110035722,COLON,3.0,42,3,S370,2024-01-10T03:56:00,CALLE,ESQUILACHE,0,28003
CO20240110035824,COLON,3.0,42,3,S303,2024-01-10T03:57:00,CALLE,ESQUILACHE,0,28003
CO20240110040604,COLON,3.0,42,3,S358,2024-01-10T04:04:00,CALLE,DE ESQUILACHE,27,28003
CO20240110040718,COLON,3.0,42,3,S375,2024-01-10T04:05:00,CALLE,ESQUILACHE,0,28003
CO20240110041220,COLON,3.0,42,3,S369,2024-01-10T04:11:00,AVENIDA,REINA VICTORIA,0,28003
CO20240110041615,COLON,3.0,42,3,S357,2024-01-10T04:15:00,CALLE,ESQUILACHE,0,28003
CO20240110052537,COLON,3.0,42,3,S358,2024-01-10T05:24:00,CALLE,ESQUILACHE,22,28003
CO20240110052609,COLON,3.0,42,3,S357,2024-01-10T05:25:00,CALLE,ESQUILACHE,0,28003
CO20240110072123,COLON,3.0,7,1,S363,2024-01-10T07:19:00,CALLE,PINILLA DEL VALLE,1,28002
CO20240110072253,COLON,3.0,7,1,S303,2024-01-10T07:21:00,CALLE,PINILLA VALLE,3,28002
CO20240110072409,COLON,3.0,7,1,S353,2024-01-10T07:05:00,CALLE,PINILLA DEL VALLE,1,28002
CO20240110072643,COLON,3.0,7,1,S215,2024-01-10T07:15:00,CALLE,PINILLA DEL VALLE,5,28002
CO20240110092422,COLON,3.0,31,1,S357,2024-01-10T09:15:00,CALLE,GENERAL CASTAÑOS,3,0    
CO20240110092448,COLON,3.0,31,1,S312,2024-01-10T09:22:00,CALLE,GENERAL CASTAÑOS,3,28004
CO20240110094508,COLON,3.0,7,1,S358,2024-01-10T09:43:00,CALLE,CONDE DE XIQUENA,1,28004
CO20240110112505,COLON,3.0,7,1,S363,2024-01-10T11:21:00,CALLE,GENERAL CASTAÑOS,1,28004
CO20240110125831,COLON,3.0,6,1,S358,2024-01-10T12:56:00,CALLE,TAMPICO,19,28027
CO20240110134741,COLON,4.0,3,1,S357,2024-01-10T13:45:00,CALLE,PROFESOR MARTIN LAGOS,0,28040
CO20240110135422,COLON,3.0,3,1,S358,2024-01-10T13:52:00,CALLE,CORREDERA BAJA DE SAN PABL,53,28004
CO20240110162400,COLON,3.0,6,2,S375,2024-01-10T16:22:00,CALLE,DOCTOR ESQUERDO,213,28007
